[[1], [4, 0], [5, 0, 0], [0, 1, 1, 1], [2, 1, 1, 1, 1], [3, 0, 0, 0, 0, 1]], 0.7302
[[2], [1, 1], [4, 0, 1], [5, 1, 0, 0], [2, 0, 1, 1, 1], [4, 0, 0, 0, 0, 1]], 0.733
[[3], [0, 1], [3, 0, 0], [0, 1, 0, 1], [0, 0, 0, 0, 0], [2, 1, 0, 0, 1, 1]], 0.7332
[[2], [5, 0], [5, 1, 0], [0, 1, 0, 1], [0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0]], 0.7282
[[2], [0, 0], [3, 0, 0], [5, 0, 1, 1], [5, 1, 1, 0, 0], [3, 0, 0, 1, 0, 0]], 0.7408
[[5], [2, 0], [5, 1, 0], [3, 0, 1, 1], [5, 1, 1, 1, 0], [4, 0, 1, 0, 0, 0]], 0.7314
[[1], [1, 0], [5, 1, 0], [1, 1, 1, 0], [0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 0]], 0.7318
[[5], [5, 0], [3, 0, 1], [4, 1, 1, 1], [2, 0, 1, 1, 0], [0, 0, 0, 1, 0, 0]], 0.7368
[[5], [0, 0], [4, 1, 0], [2, 0, 0, 0], [1, 0, 1, 0, 0], [4, 0, 1, 0, 0, 0]], 0.7314
[[0], [0, 0], [1, 1, 0], [1, 0, 0, 0], [4, 0, 0, 1, 1], [4, 0, 0, 1, 0, 1]], 0.7304
[[3], [4, 1], [3, 0, 0], [4, 0, 0, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0]], 0.734
[[3], [4, 0], [5, 0, 1], [2, 1, 0, 1], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0, 1]], 0.7368
[[3], [1, 0], [0, 1, 0], [5, 1, 1, 1], [0, 1, 0, 0, 1], [1, 1, 0, 1, 0, 1]], 0.7238
[[2], [1, 0], [3, 1, 0], [2, 1, 0, 1], [0, 1, 1, 0, 1], [0, 0, 0, 0, 0, 0]], 0.7312
[[1], [1, 1], [2, 0, 1], [4, 0, 0, 1], [0, 0, 0, 1, 0], [3, 0, 1, 0, 0, 0]], 0.7302
[[3], [5, 0], [5, 0, 0], [3, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]], 0.7404
[[3], [0, 0], [3, 1, 0], [3, 0, 1, 0], [0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]], 0.733
[[0], [0, 1], [0, 1, 0], [5, 0, 0, 0], [0, 1, 0, 0, 0], [2, 0, 0, 0, 0, 1]], 0.7306
[[3], [0, 0], [1, 0, 0], [4, 0, 1, 1], [0, 0, 1, 1, 0], [5, 0, 1, 1, 0, 1]], 0.7372
[[0], [4, 1], [0, 1, 1], [5, 0, 0, 0], [3, 1, 0, 0, 0], [5, 0, 0, 1, 0, 0]], 0.7354
[[1], [2, 0], [3, 0, 0], [0, 0, 0, 1], [5, 0, 1, 0, 0], [0, 1, 0, 1, 0, 0]], 0.7446
[[1], [5, 1], [4, 0, 0], [3, 0, 1, 0], [1, 0, 0, 0, 0], [4, 0, 0, 1, 0, 0]], 0.737
[[0], [2, 1], [5, 0, 0], [1, 1, 0, 0], [5, 0, 0, 1, 1], [2, 1, 0, 1, 1, 1]], 0.7384
[[0], [0, 0], [3, 0, 0], [0, 1, 0, 1], [1, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0]], 0.7416
[[5], [0, 0], [1, 0, 0], [0, 0, 0, 1], [0, 0, 1, 1, 0], [3, 0, 0, 0, 1, 0]], 0.7454
[[1], [5, 0], [2, 1, 0], [0, 0, 0, 1], [3, 1, 0, 0, 1], [4, 0, 0, 1, 0, 0]], 0.7304
[[2], [5, 0], [0, 0, 0], [3, 0, 1, 0], [2, 0, 1, 0, 0], [4, 0, 1, 0, 0, 0]], 0.7356
[[3], [1, 1], [2, 1, 0], [0, 1, 0, 0], [0, 1, 0, 0, 1], [5, 0, 0, 1, 0, 0]], 0.728
[[2], [2, 0], [1, 0, 0], [5, 1, 0, 0], [3, 1, 0, 0, 0], [5, 0, 0, 0, 0, 1]], 0.7382
[[4], [5, 1], [5, 0, 0], [4, 0, 0, 0], [5, 1, 0, 1, 0], [0, 0, 1, 0, 1, 0]], 0.7426
[[4], [5, 0], [1, 1, 0], [0, 0, 0, 0], [5, 0, 0, 0, 1], [2, 0, 0, 0, 1, 0]], 0.7334
[[5], [3, 1], [0, 0, 0], [4, 0, 0, 0], [3, 1, 0, 0, 1], [1, 0, 0, 0, 1, 1]], 0.7352
[[4], [4, 1], [2, 0, 0], [2, 0, 1, 0], [0, 1, 0, 1, 0], [3, 0, 0, 0, 0, 0]], 0.7402
[[4], [0, 0], [0, 1, 0], [3, 1, 0, 0], [4, 1, 0, 0, 1], [2, 1, 0, 0, 0, 1]], 0.7328
[[5], [4, 1], [0, 0, 0], [5, 0, 0, 0], [0, 0, 0, 1, 0], [2, 0, 1, 0, 0, 1]], 0.7406
[[2], [3, 0], [4, 0, 0], [4, 0, 0, 0], [5, 1, 0, 0, 0], [4, 0, 0, 0, 0, 0]], 0.741
[[4], [2, 0], [5, 1, 0], [4, 0, 0, 1], [0, 0, 0, 1, 0], [4, 1, 0, 1, 0, 1]], 0.7336
[[3], [5, 0], [0, 0, 0], [4, 1, 0, 0], [2, 0, 1, 0, 0], [5, 0, 1, 1, 0, 0]], 0.7382
[[4], [0, 0], [2, 1, 1], [2, 0, 1, 0], [0, 1, 1, 1, 0], [3, 1, 0, 0, 1, 1]], 0.7332
[[0], [3, 0], [3, 0, 0], [1, 1, 0, 0], [1, 1, 0, 0, 1], [4, 1, 1, 1, 1, 0]], 0.7392
[[5], [4, 1], [5, 0, 1], [2, 1, 0, 0], [3, 1, 1, 1, 0], [5, 0, 0, 0, 0, 0]], 0.7414
[[5], [2, 1], [5, 1, 0], [4, 0, 1, 0], [1, 1, 0, 0, 0], [1, 0, 0, 1, 1, 0]], 0.7304
[[4], [3, 1], [1, 0, 1], [0, 0, 0, 1], [5, 0, 0, 1, 0], [2, 1, 0, 0, 0, 0]], 0.7294
[[1], [0, 1], [3, 0, 0], [4, 0, 1, 1], [1, 1, 0, 1, 0], [4, 1, 0, 0, 0, 0]], 0.7334
[[3], [0, 0], [3, 0, 0], [5, 0, 0, 0], [5, 0, 1, 0, 1], [1, 0, 1, 1, 0, 0]], 0.7338
[[4], [3, 0], [5, 1, 1], [5, 0, 1, 1], [5, 0, 1, 0, 0], [5, 0, 0, 1, 0, 0]], 0.7282
[[3], [0, 0], [3, 0, 0], [3, 0, 0, 1], [5, 0, 0, 1, 1], [1, 1, 1, 1, 0, 0]], 0.7364
[[5], [5, 1], [4, 0, 1], [0, 0, 1, 0], [0, 1, 0, 1, 0], [5, 0, 0, 0, 0, 0]], 0.7392
[[4], [1, 0], [3, 1, 0], [4, 0, 0, 1], [3, 0, 1, 0, 0], [3, 0, 0, 0, 0, 0]], 0.7364
[[0], [2, 0], [3, 1, 0], [2, 0, 0, 1], [5, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0]], 0.7306
[[4], [3, 0], [3, 0, 1], [2, 0, 0, 0], [1, 1, 1, 0, 0], [2, 0, 0, 1, 0, 1]], 0.7404
[[3], [4, 0], [3, 0, 1], [2, 0, 0, 0], [1, 0, 0, 1, 1], [0, 0, 1, 0, 0, 0]], 0.7428
[[0], [2, 1], [4, 0, 1], [0, 0, 0, 1], [0, 0, 1, 0, 1], [3, 0, 1, 0, 1, 0]], 0.7266
[[3], [2, 0], [4, 0, 1], [0, 0, 0, 1], [5, 1, 0, 0, 0], [5, 1, 0, 0, 0, 0]], 0.7432
[[4], [5, 0], [0, 1, 1], [0, 0, 0, 0], [4, 0, 0, 0, 0], [3, 0, 1, 0, 0, 0]], 0.742
[[1], [3, 0], [0, 1, 0], [3, 0, 0, 0], [2, 0, 0, 0, 0], [5, 0, 0, 0, 1, 0]], 0.7342
[[2], [0, 1], [3, 0, 1], [2, 1, 0, 0], [5, 0, 0, 1, 0], [4, 0, 0, 0, 1, 0]], 0.7442
[[5], [1, 0], [5, 0, 0], [3, 1, 0, 1], [1, 0, 1, 0, 1], [5, 0, 0, 0, 0, 0]], 0.74
[[5], [5, 0], [0, 0, 0], [1, 1, 0, 0], [0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]], 0.7392
[[1], [0, 1], [0, 0, 1], [5, 0, 0, 0], [3, 0, 1, 0, 0], [5, 0, 0, 0, 0, 0]], 0.7386
[[2], [0, 0], [0, 1, 0], [4, 0, 0, 0], [3, 1, 1, 1, 1], [5, 0, 1, 0, 1, 0]], 0.7298
[[3], [1, 0], [5, 1, 0], [2, 0, 1, 1], [2, 0, 0, 1, 0], [1, 0, 0, 1, 1, 0]], 0.7362
[[2], [5, 0], [1, 0, 1], [3, 0, 0, 0], [3, 0, 0, 0, 0], [4, 1, 0, 0, 0, 0]], 0.7438
[[4], [0, 0], [0, 0, 0], [2, 0, 0, 0], [1, 0, 1, 0, 0], [2, 0, 1, 0, 0, 1]], 0.7322
[[5], [3, 0], [2, 1, 1], [5, 1, 1, 0], [1, 0, 1, 0, 0], [3, 0, 0, 0, 0, 0]], 0.7358
[[1], [2, 0], [4, 0, 0], [5, 0, 1, 0], [0, 0, 0, 0, 0], [4, 1, 0, 0, 1, 0]], 0.7374
[[2], [2, 1], [1, 0, 0], [1, 1, 1, 1], [5, 0, 0, 0, 1], [1, 1, 0, 1, 0, 0]], 0.7212
[[3], [1, 0], [4, 1, 0], [5, 0, 0, 1], [0, 0, 1, 1, 0], [3, 0, 0, 0, 0, 0]], 0.7364
[[4], [1, 1], [0, 0, 1], [2, 0, 0, 1], [1, 0, 1, 0, 0], [3, 0, 0, 0, 0, 0]], 0.73
[[3], [5, 0], [2, 0, 1], [5, 0, 1, 0], [3, 1, 0, 0, 0], [4, 0, 0, 1, 1, 0]], 0.7452
[[3], [2, 0], [3, 0, 0], [0, 1, 0, 1], [2, 1, 1, 0, 0], [0, 1, 0, 0, 0, 0]], 0.7494
[[0], [3, 1], [0, 0, 1], [1, 0, 0, 0], [5, 0, 1, 0, 0], [5, 0, 1, 1, 0, 0]], 0.7374
[[1], [1, 0], [0, 0, 1], [3, 1, 1, 0], [5, 0, 0, 0, 0], [1, 0, 1, 1, 1, 0]], 0.7436
[[2], [5, 0], [3, 1, 1], [5, 0, 1, 0], [4, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0]], 0.7374
[[3], [5, 1], [3, 0, 1], [5, 1, 0, 0], [5, 0, 1, 0, 1], [4, 0, 0, 0, 1, 0]], 0.7366
[[3], [4, 1], [0, 0, 1], [2, 0, 1, 1], [0, 0, 1, 0, 1], [0, 0, 1, 0, 1, 0]], 0.7186
[[5], [5, 0], [5, 0, 0], [2, 0, 1, 0], [3, 1, 0, 0, 0], [5, 0, 0, 1, 1, 0]], 0.738
[[4], [5, 1], [2, 0, 1], [2, 0, 0, 1], [5, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0]], 0.7224
[[5], [0, 1], [3, 1, 1], [5, 0, 0, 1], [5, 0, 0, 1, 1], [5, 0, 0, 0, 0, 0]], 0.7114
[[3], [5, 0], [5, 0, 0], [0, 1, 0, 0], [4, 1, 0, 0, 0], [3, 0, 1, 1, 0, 1]], 0.7392
[[0], [2, 1], [1, 1, 0], [4, 0, 0, 0], [1, 0, 1, 0, 0], [2, 1, 0, 0, 1, 0]], 0.7294
[[4], [5, 0], [4, 0, 0], [5, 1, 1, 0], [4, 0, 0, 1, 0], [5, 0, 0, 1, 0, 1]], 0.739
[[4], [0, 0], [5, 0, 1], [5, 0, 0, 0], [5, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]], 0.7436
[[4], [2, 0], [5, 1, 0], [0, 0, 0, 0], [0, 0, 0, 1, 0], [5, 0, 1, 1, 1, 0]], 0.7406
[[4], [5, 0], [2, 0, 0], [5, 0, 1, 0], [5, 0, 0, 1, 1], [3, 1, 0, 1, 0, 0]], 0.737
[[0], [2, 1], [5, 0, 0], [1, 1, 0, 1], [0, 1, 0, 0, 1], [1, 0, 0, 1, 1, 0]], 0.7276
[[5], [4, 1], [0, 1, 0], [5, 0, 0, 0], [0, 0, 0, 0, 0], [2, 0, 0, 0, 1, 0]], 0.7312
[[4], [5, 0], [4, 0, 1], [4, 1, 1, 1], [2, 0, 1, 0, 0], [2, 0, 0, 0, 0, 0]], 0.7412
[[4], [2, 0], [5, 0, 0], [5, 0, 0, 0], [0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 1]], 0.7326
[[0], [3, 0], [3, 1, 0], [1, 0, 0, 0], [0, 0, 0, 0, 0], [5, 1, 0, 0, 0, 1]], 0.7324
[[3], [0, 0], [0, 1, 1], [1, 0, 1, 0], [0, 1, 0, 1, 1], [4, 0, 0, 1, 0, 0]], 0.7328
[[5], [2, 1], [4, 0, 0], [5, 1, 0, 0], [1, 1, 1, 0, 0], [4, 0, 0, 0, 0, 1]], 0.7336
[[0], [0, 1], [2, 0, 0], [3, 0, 0, 0], [2, 0, 0, 0, 1], [3, 0, 1, 0, 0, 0]], 0.7374
[[1], [1, 1], [2, 0, 0], [5, 0, 0, 0], [2, 1, 0, 1, 0], [2, 0, 0, 0, 0, 0]], 0.7424
[[1], [1, 0], [2, 0, 0], [3, 0, 0, 0], [0, 1, 0, 0, 0], [4, 1, 1, 0, 0, 1]], 0.7398
[[1], [0, 0], [3, 0, 1], [4, 0, 0, 0], [3, 0, 0, 0, 1], [2, 0, 0, 1, 0, 0]], 0.7414
[[0], [3, 0], [5, 0, 0], [2, 0, 0, 0], [0, 0, 0, 0, 1], [0, 1, 1, 0, 0, 1]], 0.736
[[5], [5, 0], [4, 0, 1], [2, 0, 0, 0], [2, 1, 0, 0, 1], [0, 0, 1, 1, 0, 1]], 0.7386
[[2], [5, 0], [0, 0, 0], [5, 1, 0, 0], [3, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1]], 0.7358
[[5], [4, 0], [3, 0, 0], [1, 0, 0, 1], [5, 1, 1, 0, 0], [3, 0, 0, 1, 1, 0]], 0.7488
[[4], [3, 0], [5, 0, 0], [0, 1, 0, 1], [0, 0, 0, 0, 0], [3, 0, 0, 1, 0, 1]], 0.7376
[[0], [5, 1], [2, 1, 1], [5, 1, 0, 0], [0, 1, 0, 0, 1], [1, 0, 0, 1, 0, 1]], 0.7248
[[4], [5, 0], [5, 0, 0], [4, 0, 0, 1], [2, 0, 0, 1, 0], [5, 1, 0, 0, 0, 0]], 0.7466
[[2], [5, 0], [5, 0, 0], [5, 0, 0, 0], [3, 0, 1, 0, 1], [5, 0, 0, 0, 1, 0]], 0.7354
[[0], [3, 0], [1, 0, 0], [4, 1, 0, 0], [5, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0]], 0.742
[[0], [0, 0], [0, 1, 0], [3, 0, 0, 1], [5, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0]], 0.7304
[[0], [2, 0], [5, 0, 0], [5, 0, 1, 0], [4, 1, 1, 0, 0], [5, 0, 0, 0, 1, 0]], 0.7372
[[3], [0, 0], [4, 0, 0], [4, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0]], 0.7456
[[5], [2, 0], [0, 0, 1], [5, 0, 0, 0], [2, 0, 0, 0, 1], [5, 0, 0, 0, 0, 0]], 0.7414
[[0], [3, 0], [4, 0, 0], [2, 0, 0, 0], [0, 0, 1, 0, 0], [0, 1, 1, 0, 1, 0]], 0.7372
[[1], [0, 1], [3, 0, 1], [0, 1, 0, 0], [1, 1, 1, 0, 1], [3, 1, 0, 1, 0, 0]], 0.7336
[[3], [1, 1], [4, 0, 1], [0, 0, 0, 0], [5, 0, 0, 1, 1], [5, 0, 0, 0, 1, 1]], 0.734
[[5], [0, 0], [5, 1, 0], [4, 0, 0, 0], [4, 1, 0, 0, 1], [4, 1, 1, 0, 0, 0]], 0.7342
[[4], [4, 0], [0, 0, 1], [0, 1, 0, 1], [5, 1, 1, 0, 0], [2, 0, 1, 0, 1, 1]], 0.7396
[[0], [0, 0], [2, 1, 1], [0, 0, 0, 0], [4, 0, 0, 1, 0], [3, 1, 1, 1, 0, 1]], 0.7396
[[2], [1, 0], [0, 1, 1], [0, 1, 1, 0], [2, 1, 0, 0, 1], [4, 0, 1, 0, 0, 0]], 0.7354
[[2], [5, 1], [4, 0, 1], [3, 0, 0, 1], [1, 0, 0, 1, 0], [3, 0, 0, 0, 1, 0]], 0.7314
[[2], [5, 0], [1, 0, 1], [5, 1, 0, 1], [4, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0]], 0.7434
[[0], [3, 0], [5, 0, 1], [2, 0, 0, 0], [3, 0, 1, 1, 0], [3, 0, 0, 0, 1, 0]], 0.7434
[[0], [3, 1], [5, 0, 0], [2, 0, 1, 0], [1, 0, 0, 0, 1], [5, 0, 0, 0, 0, 1]], 0.7318
[[2], [4, 0], [4, 1, 0], [3, 0, 0, 1], [5, 0, 0, 0, 0], [3, 0, 0, 0, 0, 1]], 0.732
[[0], [3, 0], [4, 0, 1], [5, 1, 0, 1], [5, 0, 0, 0, 0], [1, 0, 0, 0, 0, 1]], 0.7404
[[3], [1, 0], [5, 1, 0], [3, 0, 0, 0], [0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0]], 0.7384
[[0], [5, 1], [2, 0, 1], [2, 1, 0, 1], [0, 0, 0, 0, 1], [5, 0, 0, 0, 0, 0]], 0.7258
[[5], [1, 1], [0, 0, 0], [5, 0, 0, 0], [3, 0, 0, 1, 0], [0, 0, 1, 0, 1, 0]], 0.742
[[0], [0, 1], [0, 1, 1], [4, 0, 1, 0], [5, 1, 0, 1, 1], [0, 1, 0, 0, 0, 1]], 0.723
[[1], [1, 1], [2, 0, 0], [5, 0, 1, 0], [5, 0, 1, 0, 1], [0, 1, 0, 0, 0, 0]], 0.7334
[[5], [2, 0], [2, 0, 0], [2, 0, 1, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1]], 0.7346
[[0], [2, 1], [5, 0, 0], [3, 0, 0, 0], [5, 1, 0, 0, 0], [4, 0, 0, 0, 0, 1]], 0.7356
[[2], [1, 0], [0, 0, 0], [0, 0, 0, 0], [1, 0, 0, 0, 1], [4, 0, 0, 1, 0, 0]], 0.736
[[0], [4, 0], [5, 0, 0], [3, 0, 1, 0], [0, 0, 1, 0, 0], [4, 0, 0, 0, 0, 1]], 0.7312
[[0], [0, 0], [2, 1, 0], [1, 1, 0, 0], [2, 0, 1, 0, 1], [1, 0, 0, 0, 1, 0]], 0.7356
[[3], [4, 1], [0, 0, 1], [3, 1, 1, 1], [4, 1, 0, 0, 1], [0, 0, 0, 1, 0, 1]], 0.7112
[[0], [1, 0], [4, 0, 1], [3, 1, 0, 0], [3, 1, 0, 0, 0], [5, 0, 0, 1, 0, 0]], 0.746
[[1], [0, 0], [4, 0, 0], [3, 0, 1, 0], [3, 1, 0, 0, 0], [3, 0, 0, 0, 0, 0]], 0.7414
[[5], [3, 0], [2, 1, 0], [0, 0, 0, 0], [3, 1, 0, 0, 1], [4, 0, 0, 0, 0, 0]], 0.7354
[[2], [0, 1], [5, 0, 0], [2, 0, 1, 0], [4, 0, 0, 0, 0], [3, 0, 0, 0, 0, 1]], 0.7354
[[0], [0, 1], [1, 0, 1], [1, 1, 0, 0], [4, 0, 1, 0, 0], [1, 0, 1, 0, 0, 0]], 0.741
[[0], [4, 0], [2, 1, 0], [2, 0, 1, 0], [0, 0, 1, 0, 0], [5, 1, 0, 0, 1, 0]], 0.7286
[[1], [0, 1], [3, 1, 1], [2, 1, 1, 0], [1, 1, 0, 0, 0], [1, 0, 0, 1, 0, 1]], 0.7234
[[0], [2, 0], [1, 1, 0], [0, 0, 0, 0], [3, 0, 0, 1, 0], [5, 0, 1, 0, 0, 0]], 0.7394
[[0], [0, 1], [3, 1, 1], [1, 0, 0, 1], [0, 1, 0, 0, 0], [3, 1, 0, 0, 0, 0]], 0.7238
[[2], [4, 0], [5, 1, 1], [5, 0, 0, 0], [1, 0, 0, 1, 0], [3, 1, 0, 0, 0, 1]], 0.742
[[1], [0, 0], [2, 1, 1], [5, 0, 0, 0], [3, 0, 0, 1, 0], [5, 1, 1, 0, 1, 0]], 0.7452
[[0], [5, 0], [4, 0, 0], [1, 1, 1, 0], [4, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]], 0.739
[[4], [5, 0], [2, 0, 0], [3, 1, 0, 0], [4, 0, 1, 1, 0], [4, 1, 0, 1, 0, 0]], 0.7386
[[5], [1, 0], [0, 0, 0], [3, 1, 0, 0], [2, 0, 1, 1, 0], [5, 1, 1, 1, 1, 0]], 0.7384
[[1], [0, 0], [3, 0, 1], [5, 0, 0, 0], [3, 0, 0, 0, 1], [5, 0, 1, 0, 0, 0]], 0.7428
[[3], [5, 0], [5, 0, 0], [1, 0, 1, 0], [3, 1, 1, 1, 0], [4, 1, 0, 0, 1, 0]], 0.7404
[[3], [0, 0], [0, 1, 1], [2, 0, 1, 1], [0, 1, 1, 1, 1], [4, 0, 0, 1, 0, 0]], 0.7178
[[0], [1, 0], [4, 0, 0], [2, 1, 0, 1], [0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]], 0.7492
[[1], [3, 0], [2, 0, 0], [5, 0, 0, 1], [5, 0, 0, 0, 0], [2, 1, 0, 1, 0, 1]], 0.74
[[2], [1, 0], [4, 0, 0], [5, 0, 1, 1], [5, 0, 0, 0, 0], [3, 0, 0, 1, 0, 1]], 0.7364
[[5], [0, 0], [4, 1, 0], [2, 0, 0, 0], [4, 0, 1, 0, 0], [3, 1, 0, 1, 0, 0]], 0.73
[[4], [3, 0], [2, 1, 1], [4, 1, 0, 0], [5, 1, 1, 1, 0], [2, 0, 1, 0, 1, 0]], 0.7382
[[5], [0, 0], [2, 1, 0], [3, 0, 0, 0], [0, 0, 0, 0, 0], [4, 1, 1, 0, 0, 0]], 0.7348
[[0], [4, 0], [0, 0, 0], [0, 0, 0, 1], [0, 0, 0, 0, 0], [1, 0, 0, 1, 0, 0]], 0.746
[[5], [2, 0], [3, 0, 0], [0, 1, 0, 0], [0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1]], 0.74
[[1], [2, 0], [4, 0, 0], [2, 0, 1, 0], [4, 0, 0, 1, 1], [0, 1, 0, 0, 1, 0]], 0.737
[[5], [4, 1], [0, 0, 0], [4, 1, 0, 0], [2, 0, 1, 0, 0], [4, 0, 0, 0, 0, 1]], 0.7356
[[3], [0, 1], [0, 0, 0], [3, 1, 0, 0], [4, 0, 0, 0, 0], [1, 0, 0, 1, 0, 0]], 0.741
[[1], [0, 0], [2, 0, 1], [4, 0, 0, 0], [5, 1, 1, 1, 1], [5, 1, 0, 0, 1, 0]], 0.7396
[[4], [2, 1], [5, 0, 0], [5, 1, 0, 1], [3, 1, 1, 0, 0], [0, 0, 1, 0, 0, 0]], 0.7344
[[0], [5, 0], [0, 0, 0], [0, 0, 1, 1], [5, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0]], 0.7442
[[0], [5, 0], [2, 0, 0], [4, 0, 1, 0], [5, 1, 1, 0, 0], [5, 1, 1, 0, 1, 1]], 0.7348
[[5], [2, 1], [4, 0, 1], [1, 0, 0, 0], [4, 0, 0, 0, 1], [2, 1, 1, 1, 0, 0]], 0.7362
[[4], [0, 0], [0, 1, 0], [5, 0, 0, 1], [4, 1, 0, 0, 1], [0, 0, 0, 1, 0, 1]], 0.728
[[0], [1, 0], [1, 0, 0], [1, 0, 1, 0], [1, 0, 0, 0, 1], [2, 1, 0, 1, 0, 0]], 0.7374
[[4], [3, 0], [5, 0, 0], [5, 0, 0, 0], [1, 0, 0, 0, 1], [2, 0, 1, 1, 1, 0]], 0.7368
[[1], [1, 0], [2, 0, 0], [5, 1, 0, 1], [3, 1, 0, 0, 1], [1, 1, 0, 1, 0, 0]], 0.7402
[[5], [5, 0], [1, 0, 0], [1, 1, 1, 0], [1, 0, 0, 1, 1], [3, 0, 1, 0, 0, 0]], 0.7382
[[3], [1, 1], [3, 0, 1], [3, 1, 0, 1], [0, 0, 0, 0, 1], [4, 1, 1, 0, 0, 0]], 0.728
[[1], [2, 0], [5, 1, 0], [5, 1, 0, 0], [5, 0, 0, 0, 0], [0, 0, 0, 1, 0, 1]], 0.7296
[[4], [0, 1], [5, 1, 0], [5, 1, 1, 0], [4, 0, 0, 0, 0], [2, 0, 0, 0, 0, 1]], 0.726
[[0], [5, 0], [0, 1, 0], [2, 0, 1, 1], [1, 0, 1, 0, 0], [4, 0, 0, 0, 1, 0]], 0.7342
[[0], [0, 0], [5, 0, 0], [4, 0, 0, 0], [4, 0, 0, 0, 0], [1, 1, 1, 1, 0, 0]], 0.739
[[0], [1, 0], [5, 0, 0], [0, 0, 1, 0], [1, 0, 0, 1, 0], [3, 1, 0, 0, 0, 0]], 0.7408
[[2], [2, 1], [0, 1, 0], [1, 0, 0, 0], [4, 0, 0, 1, 1], [1, 0, 1, 1, 0, 0]], 0.731
[[5], [1, 0], [3, 0, 0], [3, 1, 0, 0], [1, 0, 0, 0, 0], [1, 0, 1, 0, 1, 1]], 0.735
[[3], [0, 1], [0, 1, 0], [3, 1, 0, 0], [2, 1, 0, 0, 0], [3, 0, 1, 1, 0, 0]], 0.734
[[5], [5, 1], [0, 0, 0], [5, 0, 0, 0], [4, 0, 0, 0, 0], [3, 0, 0, 0, 0, 1]], 0.7356
[[2], [0, 1], [1, 0, 1], [2, 0, 1, 1], [1, 0, 1, 0, 1], [1, 1, 0, 1, 0, 0]], 0.716
[[5], [1, 0], [1, 1, 1], [4, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1, 0, 1, 0, 0]], 0.7418
[[0], [5, 1], [5, 0, 0], [3, 0, 1, 1], [2, 0, 0, 0, 0], [4, 0, 1, 0, 1, 1]], 0.7294
[[3], [2, 0], [1, 1, 1], [4, 0, 1, 0], [1, 1, 1, 0, 0], [4, 0, 0, 0, 0, 0]], 0.7352
[[5], [4, 0], [4, 0, 1], [4, 0, 1, 0], [5, 0, 0, 0, 0], [3, 1, 0, 1, 0, 0]], 0.7426
[[0], [2, 0], [3, 0, 0], [2, 0, 0, 1], [0, 0, 0, 0, 1], [1, 1, 0, 0, 0, 1]], 0.7344
[[2], [0, 1], [5, 0, 0], [1, 1, 0, 0], [1, 0, 0, 0, 0], [5, 1, 1, 0, 1, 0]], 0.7384
[[1], [0, 0], [4, 0, 0], [2, 0, 1, 0], [1, 0, 0, 0, 1], [5, 1, 1, 0, 0, 0]], 0.7382
[[4], [5, 0], [3, 0, 0], [2, 0, 1, 0], [3, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]], 0.7386
[[1], [2, 0], [0, 0, 1], [1, 0, 1, 0], [1, 1, 0, 1, 0], [0, 0, 0, 0, 1, 0]], 0.7466
[[2], [4, 1], [3, 1, 0], [4, 0, 0, 0], [3, 1, 0, 0, 1], [0, 0, 0, 0, 1, 1]], 0.7276
[[0], [0, 1], [5, 1, 0], [0, 0, 0, 1], [5, 1, 0, 0, 1], [5, 0, 0, 0, 1, 1]], 0.7134
[[3], [3, 1], [0, 0, 1], [1, 0, 1, 1], [2, 1, 0, 1, 0], [0, 1, 1, 0, 1, 1]], 0.7258
[[1], [0, 0], [1, 0, 0], [3, 1, 1, 0], [5, 0, 1, 0, 0], [5, 0, 1, 1, 1, 0]], 0.7362
[[4], [4, 0], [0, 0, 0], [4, 0, 1, 1], [5, 0, 1, 1, 0], [3, 0, 1, 0, 0, 1]], 0.7382
[[3], [0, 0], [0, 0, 0], [2, 0, 0, 1], [0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 1]], 0.7376
